0.9773,0.0004,0.0003,0.0000,0.9767,0.0001,200,0.0004
0.9915,0.0002,0.0000,0.0002,0.9911,0.0001,200,0.0006
1.0094,0.0002,0.0000,0.0001,1.0091,0.0000,200,0.0004
1.0258,0.0006,0.0005,0.0001,1.0250,0.0000,200,0.0001
1.0297,0.0002,0.0001,0.0001,1.0293,0.0000,200,0.0005
1.0369,0.0003,0.0001,0.0002,1.0364,0.0000,200,0.0005
1.1150,0.0008,0.0007,0.0000,1.1141,0.0001,200,0.0003
1.1656,0.0003,0.0001,0.0002,1.1650,0.0000,200,0.0005
1.1675,0.0003,0.0001,0.0000,1.1672,0.0000,200,0.0004
1.1706,0.0005,0.0004,0.0001,1.1699,0.0000,200,0.0005
1.1708,0.0001,0.0000,0.0000,1.1706,0.0000,200,0.0006
1.1800,0.0006,0.0003,0.0001,1.1793,0.0000,200,0.0005
1.1810,0.0008,0.0004,0.0000,1.1801,0.0000,200,0.0004
1.1890,0.0001,0.0000,0.0001,1.1888,0.0000,200,0.0007
1.2083,0.0001,0.0000,0.0001,1.2080,0.0000,200,0.0005
1.2263,0.0004,0.0003,0.0002,1.2256,0.0000,200,0.0005
1.2370,0.0002,0.0001,0.0001,1.2366,0.0000,200,0.0005
1.2431,0.0005,0.0004,0.0001,1.2425,0.0000,200,0.0003
1.2621,0.0002,0.0000,0.0002,1.2616,0.0000,200,0.0006
1.2661,0.0005,0.0004,0.0001,1.2654,0.0000,200,0.0005
1.2713,0.0004,0.0002,0.0000,1.2709,0.0000,200,0.0004
1.2747,0.0004,0.0003,0.0000,1.2742,0.0000,200,0.0004
1.2863,0.0006,0.0005,0.0001,1.2856,0.0000,200,0.0003
1.2945,0.0002,0.0001,0.0000,1.2942,0.0000,200,0.0005
1.3081,0.0002,0.0001,0.0002,1.3076,0.0000,200,0.0005
1.3170,0.0005,0.0004,0.0003,1.3162,0.0000,200,0.0004
1.3175,0.0006,0.0006,0.0000,1.3168,0.0000,200,0.0006
1.3261,0.0001,0.0000,0.0001,1.3258,0.0000,200,0.0007
1.3357,0.0004,0.0004,0.0000,1.3352,0.0000,200,0.0004
1.3360,0.0005,0.0005,0.0001,1.3354,0.0000,200,0.0004
1.3411,0.0007,0.0006,0.0001,1.3402,0.0000,200,0.0003
1.3502,0.0001,0.0000,0.0000,1.3500,0.0000,200,0.0005
1.3682,0.0096,0.0005,0.0000,1.3585,0.0000,200,0.0004
1.3691,0.0006,0.0005,0.0000,1.3685,0.0000,200,0.0002
1.3817,0.0006,0.0004,0.0001,1.3809,0.0000,200,0.0003
1.3935,0.0158,0.0003,0.0000,1.3776,0.0000,200,0.0006
1.3952,0.0007,0.0005,0.0000,1.3944,0.0000,200,0.0003
1.4035,0.0006,0.0004,0.0001,1.4028,0.0000,200,0.0004
1.4133,0.0003,0.0001,0.0001,1.4128,0.0000,200,0.0005
1.4202,0.0005,0.0003,0.0003,1.4194,0.0000,200,0.0004
1.4249,0.0007,0.0006,0.0000,1.4241,0.0000,200,0.0003
1.4257,0.0002,0.0002,0.0001,1.4253,0.0000,200,0.0005
1.4464,0.0007,0.0006,0.0001,1.4456,0.0000,200,0.0003
1.4805,0.0007,0.0006,0.0000,1.4797,0.0001,200,0.0003
1.5276,0.0007,0.0005,0.0001,1.5268,0.0001,200,0.0003
1.5547,0.0004,0.0003,0.0001,1.5542,0.0000,200,0.0004
1.5632,0.0007,0.0006,0.0003,1.5621,0.0000,200,0.0002
1.5795,0.0003,0.0001,0.0001,1.5790,0.0000,200,0.0004
1.6218,0.0005,0.0003,0.0003,1.6209,0.0001,200,0.0004
1.6717,0.0006,0.0004,0.0001,1.6709,0.0001,200,0.0002
1.0051,0.0000,0.0000,0.0000,1.0050,0.0001,200,1.0302
1.2380,0.0000,0.0000,0.0000,1.2379,0.0001,200,1.0259
1.2761,0.0000,0.0000,0.0000,1.2760,0.0000,200,0.9921
1.1468,0.0000,0.0000,0.0000,1.1467,0.0001,200,1.1661
1.3549,0.0000,0.0000,0.0000,1.3548,0.0001,200,1.0374
1.4154,0.0000,0.0000,0.0000,1.4153,0.0000,200,0.9776
1.2440,0.0000,0.0000,0.0000,1.2440,0.0001,200,1.1898
1.2566,0.0000,0.0000,0.0000,1.2565,0.0000,200,1.1805
1.1973,0.0000,0.0000,0.0000,1.1972,0.0000,200,1.2665
1.3038,0.0000,0.0000,0.0000,1.3038,0.0000,200,1.1680
1.2577,0.0000,0.0000,0.0000,1.2577,0.0000,200,1.2268
1.3141,0.0000,0.0000,0.0000,1.3140,0.0000,200,1.1714
1.2810,0.0000,0.0000,0.0000,1.2809,0.0000,200,1.2088
1.1395,0.0000,0.0000,0.0000,1.1394,0.0000,200,1.3693
1.4994,0.0000,0.0000,0.0000,1.4994,0.0000,200,1.0098
1.3512,0.0000,0.0000,0.0000,1.3511,0.0000,200,1.1711
1.1327,0.0000,0.0000,0.0000,1.1327,0.0000,200,1.3941
1.2094,0.0000,0.0000,0.0000,1.2093,0.0000,200,1.3267
1.3036,0.0000,0.0000,0.0000,1.3036,0.0000,200,1.2375
1.2722,0.0000,0.0000,0.0000,1.2721,0.0000,200,1.2950
1.3094,0.0000,0.0000,0.0000,1.3093,0.0000,200,1.2626
1.3189,0.0000,0.0000,0.0000,1.3188,0.0001,200,1.2752
1.2718,0.0000,0.0000,0.0000,1.2718,0.0000,200,1.3364
1.3668,0.0000,0.0000,0.0000,1.3667,0.0000,200,1.2435
1.2788,0.0000,0.0000,0.0000,1.2787,0.0000,200,1.3361
1.2956,0.0000,0.0000,0.0000,1.2956,0.0000,200,1.3413
1.3831,0.0000,0.0000,0.0000,1.3830,0.0000,200,1.2717
1.5429,0.0000,0.0000,0.0000,1.5428,0.0000,200,1.1153
1.2485,0.0000,0.0000,0.0000,1.2484,0.0000,200,1.4137
1.2381,0.0000,0.0000,0.0000,1.2380,0.0000,200,1.4262
1.3686,0.0000,0.0000,0.0000,1.3686,0.0001,200,1.3174
1.3145,0.0000,0.0000,0.0000,1.3144,0.0000,200,1.3955
1.3451,0.0000,0.0000,0.0000,1.3451,0.0000,200,1.3686
1.3691,0.0000,0.0000,0.0000,1.3691,0.0000,200,1.3507
1.2611,0.0000,0.0000,0.0000,1.2610,0.0000,200,1.4809
1.3612,0.0000,0.0000,0.0000,1.3611,0.0000,200,1.3820
1.3484,0.0000,0.0000,0.0000,1.3484,0.0000,200,1.4039
1.5749,0.0000,0.0000,0.0000,1.5749,0.0000,200,1.1814
1.4758,0.0000,0.0000,0.0000,1.4757,0.0000,200,1.2865
1.4733,0.0000,0.0000,0.0000,1.4733,0.0000,200,1.3086
1.3821,0.0000,0.0000,0.0000,1.3820,0.0000,200,1.4252
1.5052,0.0000,0.0000,0.0000,1.5052,0.0000,200,1.3180
1.3793,0.0000,0.0000,0.0000,1.3792,0.0000,200,1.4467
1.3098,0.0000,0.0000,0.0000,1.3098,0.0001,200,1.5279
1.2681,0.0000,0.0000,0.0000,1.2681,0.0000,200,1.5799
1.4457,0.0000,0.0000,0.0000,1.4457,0.0000,200,1.4206
1.3231,0.0000,0.0000,0.0000,1.3230,0.0000,200,1.5551
1.3325,0.0000,0.0000,0.0000,1.3324,0.0001,200,1.6222
1.4377,0.0000,0.0000,0.0000,1.4376,0.0000,200,1.5633
1.6417,0.0000,0.0000,0.0000,1.6416,0.0001,200,1.6720
1.3657,0.0000,0.0000,0.0000,1.3656,0.0001,200,2.0353
1.1547,0.0000,0.0000,0.0000,1.1545,0.0001,200,2.3128
1.2459,0.0000,0.0000,0.0000,1.2458,0.0001,200,2.2639
1.1395,0.0000,0.0000,0.0000,1.1394,0.0001,200,2.4338
1.0881,0.0000,0.0000,0.0000,1.0880,0.0000,200,2.4897
1.1987,0.0000,0.0000,0.0000,1.1986,0.0001,200,2.4371
1.1577,0.0000,0.0000,0.0000,1.1577,0.0000,200,2.4855
1.2083,0.0000,0.0000,0.0000,1.2082,0.0000,200,2.4638
1.2298,0.0000,0.0000,0.0000,1.2297,0.0001,200,2.4718
1.2443,0.0000,0.0000,0.0000,1.2442,0.0001,200,2.4845
1.0748,0.0000,0.0000,0.0000,1.0748,0.0000,200,2.6622
1.1298,0.0000,0.0000,0.0000,1.1296,0.0001,200,2.7420
