response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
2.3871,0.0000,0.0000,0.0000,2.3870,0.0001,200,11.0083
2.1365,0.0000,0.0000,0.0000,2.1363,0.0001,200,11.2802
2.4546,0.0000,0.0000,0.0000,2.4545,0.0001,200,10.9917
2.3805,0.0000,0.0000,0.0000,2.3804,0.0001,200,11.1157
2.4556,0.0000,0.0000,0.0000,2.4555,0.0001,200,11.0847
2.4178,0.0000,0.0000,0.0000,2.4177,0.0001,200,11.1430
2.2034,0.0000,0.0000,0.0000,2.2033,0.0001,200,11.3835
2.4867,0.0000,0.0000,0.0000,2.4866,0.0001,200,11.1453
2.4492,0.0000,0.0000,0.0000,2.4491,0.0001,200,11.2798
2.4469,0.0000,0.0000,0.0000,2.4467,0.0001,200,11.3394
2.7046,0.0000,0.0000,0.0001,2.7043,0.0001,200,11.1948
2.3277,0.0000,0.0000,0.0000,2.3276,0.0001,200,11.6036
2.4147,0.0000,0.0000,0.0000,2.4146,0.0000,200,11.5268
2.4410,0.0000,0.0000,0.0000,2.4409,0.0000,200,11.5047
2.5757,0.0000,0.0000,0.0000,2.5756,0.0001,200,11.4219
2.6655,0.0000,0.0000,0.0000,2.6654,0.0001,200,11.3463
2.5129,0.0000,0.0000,0.0000,2.5128,0.0000,200,11.5049
2.3463,0.0000,0.0000,0.0001,2.3461,0.0001,200,11.6858
2.7842,0.0000,0.0000,0.0000,2.7841,0.0000,200,11.2653
2.5440,0.0000,0.0000,0.0000,2.5439,0.0000,200,11.5333
2.7323,0.0000,0.0000,0.0000,2.7321,0.0000,200,11.3543
2.4036,0.0000,0.0000,0.0000,2.4034,0.0001,200,11.7737
2.9661,0.0000,0.0000,0.0000,2.9659,0.0001,200,11.3095
2.5644,0.0000,0.0000,0.0000,2.5643,0.0001,200,11.7869
2.5177,0.0000,0.0000,0.0000,2.5176,0.0001,200,11.8474
2.5140,0.0000,0.0000,0.0000,2.5138,0.0001,200,11.9518
2.9351,0.0000,0.0000,0.0000,2.9350,0.0001,200,11.5921
2.5493,0.0000,0.0000,0.0000,2.5492,0.0001,200,12.0480
2.3662,0.0000,0.0000,0.0000,2.3660,0.0001,200,12.3532
2.8839,0.0000,0.0000,0.0000,2.8837,0.0001,200,11.8919
2.4754,0.0000,0.0000,0.0000,2.4753,0.0001,200,12.3750
2.3298,0.0000,0.0000,0.0000,2.3296,0.0001,200,12.5722
2.4998,0.0000,0.0000,0.0000,2.4997,0.0001,200,12.4221
2.4317,0.0000,0.0000,0.0000,2.4316,0.0001,200,12.7008
2.6248,0.0000,0.0000,0.0000,2.6247,0.0001,200,12.5368
2.4246,0.0000,0.0000,0.0000,2.4245,0.0000,200,12.7385
2.3988,0.0000,0.0000,0.0000,2.3987,0.0001,200,12.8417
2.0784,0.0000,0.0000,0.0000,2.0783,0.0001,200,13.2151
2.1860,0.0000,0.0000,0.0000,2.1859,0.0000,200,13.1268
2.4634,0.0000,0.0000,0.0000,2.4633,0.0000,200,12.8735
2.2654,0.0000,0.0000,0.0000,2.2653,0.0000,200,13.0790
2.2372,0.0000,0.0000,0.0000,2.2371,0.0000,200,13.1212
2.4063,0.0000,0.0000,0.0000,2.4062,0.0000,200,12.9528
2.6534,0.0000,0.0000,0.0000,2.6532,0.0001,200,12.7987
2.4841,0.0000,0.0000,0.0000,2.4840,0.0001,200,13.1435
2.5258,0.0000,0.0000,0.0000,2.5256,0.0001,200,13.2035
2.3900,0.0000,0.0000,0.0000,2.3899,0.0001,200,13.3696
2.3725,0.0000,0.0000,0.0000,2.3723,0.0001,200,13.4167
2.3796,0.0000,0.0000,0.0000,2.3794,0.0001,200,13.4463
2.3086,0.0000,0.0000,0.0000,2.3085,0.0001,200,13.5402
2.4589,0.0000,0.0000,0.0000,2.4588,0.0000,200,13.3954
2.2691,0.0000,0.0000,0.0000,2.2690,0.0000,200,13.5870
2.5816,0.0000,0.0000,0.0000,2.5814,0.0001,200,13.3200
2.6714,0.0000,0.0000,0.0000,2.6713,0.0001,200,13.2584
2.8854,0.0000,0.0000,0.0000,2.8853,0.0001,200,13.1053
2.3656,0.0000,0.0000,0.0000,2.3655,0.0000,200,13.6320
2.4708,0.0000,0.0000,0.0000,2.4707,0.0001,200,13.5608
2.6548,0.0000,0.0000,0.0000,2.6546,0.0001,200,13.4962
2.3266,0.0000,0.0000,0.0000,2.3265,0.0001,200,13.9313
2.4777,0.0000,0.0000,0.0000,2.4776,0.0000,200,13.7863
2.6720,0.0000,0.0000,0.0000,2.6718,0.0001,200,13.7290
2.4608,0.0000,0.0000,0.0000,2.4606,0.0001,200,13.9415
2.4116,0.0000,0.0000,0.0000,2.4115,0.0000,200,13.9975
2.4601,0.0000,0.0000,0.0000,2.4600,0.0001,200,14.0119
2.5913,0.0000,0.0000,0.0000,2.5912,0.0001,200,13.8993
2.4903,0.0000,0.0000,0.0000,2.4902,0.0001,200,14.0496
2.3977,0.0000,0.0000,0.0000,2.3976,0.0001,200,14.1773
2.6047,0.0000,0.0000,0.0000,2.6046,0.0001,200,14.0321
2.5667,0.0000,0.0000,0.0000,2.5665,0.0001,200,14.0866
2.6328,0.0000,0.0000,0.0000,2.6327,0.0001,200,14.0773
2.8443,0.0000,0.0000,0.0000,2.8442,0.0001,200,13.9457
2.5211,0.0000,0.0000,0.0000,2.5210,0.0000,200,14.2755
2.8353,0.0000,0.0000,0.0000,2.8352,0.0001,200,14.0177
2.4166,0.0000,0.0000,0.0000,2.4164,0.0001,200,14.4658
2.5359,0.0000,0.0000,0.0000,2.5358,0.0000,200,14.3651
2.5517,0.0000,0.0000,0.0000,2.5515,0.0001,200,14.3513
2.3899,0.0000,0.0000,0.0000,2.3897,0.0001,200,14.5973
2.6092,0.0000,0.0000,0.0000,2.6090,0.0001,200,14.5273
2.2331,0.0000,0.0000,0.0000,2.2330,0.0001,200,14.9219
2.3418,0.0000,0.0000,0.0000,2.3416,0.0001,200,14.8504
2.4239,0.0000,0.0000,0.0000,2.4238,0.0001,200,14.7758
2.5032,0.0000,0.0000,0.0000,2.5031,0.0001,200,14.7193
2.1889,0.0000,0.0000,0.0000,2.1888,0.0001,200,15.1325
1.9059,0.0000,0.0000,0.0000,1.9058,0.0001,200,15.4520
2.2253,0.0000,0.0000,0.0000,2.2251,0.0001,200,15.1616
2.2221,0.0000,0.0000,0.0000,2.2219,0.0001,200,15.2405
2.5661,0.0000,0.0000,0.0000,2.5660,0.0001,200,14.9020
2.1746,0.0000,0.0000,0.0000,2.1745,0.0001,200,15.3369
2.3897,0.0000,0.0000,0.0000,2.3896,0.0001,200,15.1631
2.3266,0.0000,0.0000,0.0000,2.3265,0.0001,200,15.2936
2.3005,0.0000,0.0000,0.0000,2.3004,0.0001,200,15.3444
2.1378,0.0000,0.0000,0.0000,2.1377,0.0001,200,15.6276
2.4680,0.0000,0.0000,0.0000,2.4679,0.0001,200,15.3584
2.0694,0.0000,0.0000,0.0000,2.0693,0.0000,200,15.7596
2.5017,0.0000,0.0000,0.0000,2.5016,0.0001,200,15.3591
2.5492,0.0000,0.0000,0.0000,2.5492,0.0000,200,15.3128
1.8869,0.0000,0.0000,0.0000,1.8868,0.0000,200,15.9908
2.0723,0.0000,0.0000,0.0000,2.0722,0.0000,200,15.8561
2.2133,0.0000,0.0000,0.0000,2.2132,0.0000,200,15.7292
2.1391,0.0000,0.0000,0.0000,2.1389,0.0001,200,15.8259
2.1304,0.0000,0.0000,0.0000,2.1303,0.0000,200,15.8542
2.1990,0.0000,0.0000,0.0000,2.1990,0.0000,200,15.7892
1.9780,0.0000,0.0000,0.0000,1.9779,0.0001,200,16.0316
2.1277,0.0000,0.0000,0.0000,2.1275,0.0001,200,15.9016
2.1585,0.0000,0.0000,0.0000,2.1584,0.0001,200,15.9298
2.2478,0.0000,0.0000,0.0000,2.2477,0.0001,200,15.8488
2.0995,0.0000,0.0000,0.0000,2.0994,0.0000,200,15.9976
1.9698,0.0000,0.0000,0.0000,1.9697,0.0000,200,16.1509
1.7282,0.0000,0.0000,0.0000,1.7281,0.0001,200,16.4023
1.8900,0.0000,0.0000,0.0000,1.8899,0.0000,200,16.2640
1.9006,0.0000,0.0000,0.0000,1.9004,0.0001,200,16.2579
1.5587,0.0000,0.0000,0.0000,1.5585,0.0001,200,16.6368
1.6644,0.0000,0.0000,0.0000,1.6642,0.0000,200,16.5399
1.7412,0.0000,0.0000,0.0000,1.7410,0.0001,200,16.4906
1.7689,0.0000,0.0000,0.0000,1.7688,0.0000,200,16.4720
1.5937,0.0000,0.0000,0.0000,1.5936,0.0000,200,16.6533
1.8472,0.0000,0.0000,0.0000,1.8471,0.0000,200,16.4010
1.8474,0.0000,0.0000,0.0000,1.8474,0.0000,200,16.4091
1.6917,0.0000,0.0000,0.0000,1.6916,0.0000,200,16.5750
1.4967,0.0000,0.0000,0.0000,1.4966,0.0000,200,16.7901
1.4454,0.0000,0.0000,0.0000,1.4453,0.0001,200,16.8531
1.4205,0.0000,0.0000,0.0000,1.4204,0.0000,200,16.8824
1.1724,0.0000,0.0000,0.0000,1.1723,0.0000,200,17.1364
1.4130,0.0000,0.0000,0.0000,1.4129,0.0000,200,16.9010
1.5207,0.0000,0.0000,0.0000,1.5206,0.0000,200,16.7966
1.6086,0.0000,0.0000,0.0000,1.6085,0.0000,200,16.7101
1.1300,0.0000,0.0000,0.0000,1.1299,0.0000,200,17.1997

